1,2,42
1,3,85
1,4,16
1,5,12
1,6,80
1,7,52
1,8,45
1,9,13
1,10,71
1,11,63
1,12,10
1,13,69
1,14,2
1,15,85
1,16,19
1,17,48
1,18,14
1,19,42
1,20,91
1,21,43
1,22,20
1,23,7
1,24,68
1,25,97
1,26,59
1,27,64
1,28,70
1,29,82
1,30,49
1,31,3
1,32,13
1,33,61
1,34,67
1,35,8
1,36,84
1,37,32
1,38,28
1,39,86
1,40,34
1,41,28
1,42,17
1,43,38
1,44,49
1,45,55
1,46,26
1,47,22
1,48,68
1,49,81
1,50,40
2,3,79
2,4,95
2,5,63
2,6,8
2,7,85
2,8,26
2,9,90
2,10,34
2,11,12
2,12,50
2,13,6
2,14,92
2,15,30
2,16,9
2,17,49
2,18,84
2,19,98
2,20,29
2,21,6
2,22,94
2,23,92
2,24,60
2,25,66
2,26,16
2,27,84
2,28,40
2,29,67
2,30,12
2,31,2
2,32,85
2,33,85
2,34,66
2,35,21
2,36,46
2,37,13
2,38,81
2,39,27
2,40,53
2,41,11
2,42,85
2,43,13
2,44,89
2,45,63
2,46,64
2,47,91
2,48,55
2,49,2
2,50,92
3,4,93
3,5,1
3,6,16
3,7,5
3,8,85
3,9,63
3,10,97
3,11,89
3,12,42
3,13,41
3,14,72
3,15,95
3,16,98
3,17,94
3,18,44
3,19,1
3,20,2
3,21,81
3,22,72
3,23,87
3,24,81
3,25,34
3,26,22
3,27,69
3,28,84
3,29,20
3,30,45
3,31,64
3,32,32
3,33,90
3,34,52
3,35,90
3,36,19
3,37,36
3,38,72
3,39,70
3,40,32
3,41,73
3,42,26
3,43,64
3,44,22
3,45,49
3,46,85
3,47,45
3,48,3
3,49,58
3,50,84
4,5,40
4,6,20
4,7,93
4,8,8
4,9,37
4,10,79
4,11,59
4,12,59
4,13,28
4,14,71
4,15,63
4,16,77
4,17,19
4,18,28
4,19,21
4,20,90
4,21,57
4,22,66
4,23,49
4,24,45
4,25,95
4,26,80
4,27,78
4,28,54
4,29,87
4,30,22
4,31,54
4,32,57
4,33,30
4,34,49
4,35,38
4,36,63
4,37,72
4,38,63
4,39,41
4,40,87
4,41,23
4,42,75
4,43,24
4,44,40
4,45,64
4,46,26
4,47,55
4,48,95
4,49,33
4,50,100
5,6,37
5,7,54
5,8,36
5,9,82
5,10,40
5,11,6
5,12,22
5,13,29
5,14,99
5,15,64
5,16,75
5,17,20
5,18,14
5,19,62
5,20,2
5,21,66
5,22,31
5,23,22
5,24,80
5,25,60
5,26,5
5,27,70
5,28,65
5,29,62
5,30,15
5,31,95
5,32,44
5,33,65
5,34,3
5,35,67
5,36,78
5,37,58
5,38,99
5,39,88
5,40,36
5,41,8
5,42,48
5,43,19
5,44,9
5,45,80
5,46,6
5,47,96
5,48,4
5,49,92
5,50,54
6,7,36
6,8,49
6,9,2
6,10,52
6,11,22
6,12,18
6,13,15
6,14,95
6,15,87
6,16,7
6,17,75
6,18,24
6,19,23
6,20,41
6,21,35
6,22,86
6,23,36
6,24,57
6,25,93
6,26,13
6,27,58
6,28,24
6,29,48
6,30,95
6,31,76
6,32,43
6,33,24
6,34,42
6,35,84
6,36,39
6,37,52
6,38,93
6,39,27
6,40,90
6,41,18
6,42,81
6,43,93
6,44,20
6,45,15
6,46,57
6,47,81
6,48,50
6,49,7
6,50,71
7,8,52
7,9,18
7,10,31
7,11,46
7,12,55
7,13,95
7,14,35
7,15,1
7,16,15
7,17,77
7,18,100
7,19,59
7,20,24
7,21,65
7,22,33
7,23,8
7,24,91
7,25,17
7,26,85
7,27,64
7,28,3
7,29,72
7,30,100
7,31,75
7,32,37
7,33,38
7,34,47
7,35,43
7,36,34
7,37,36
7,38,54
7,39,89
7,40,66
7,41,82
7,42,25
7,43,25
7,44,65
7,45,95
7,46,31
7,47,54
7,48,63
7,49,48
7,50,44
8,9,86
8,10,45
8,11,69
8,12,22
8,13,36
8,14,29
8,15,31
8,16,48
8,17,27
8,18,36
8,19,5
8,20,85
8,21,70
8,22,22
8,23,24
8,24,30
8,25,60
8,26,89
8,27,44
8,28,45
8,29,43
8,30,54
8,31,65
8,32,95
8,33,64
8,34,62
8,35,83
8,36,14
8,37,66
8,38,46
8,39,52
8,40,84
8,41,27
8,42,17
8,43,76
8,44,37
8,45,59
8,46,49
8,47,83
8,48,68
8,49,9
8,50,35
9,10,82
9,11,87
9,12,92
9,13,44
9,14,74
9,15,26
9,16,1
9,17,33
9,18,39
9,19,14
9,20,100
9,21,47
9,22,26
9,23,86
9,24,54
9,25,65
9,26,91
9,27,100
9,28,96
9,29,50
9,30,67
9,31,84
9,32,72
9,33,30
9,34,51
9,35,22
9,36,56
9,37,38
9,38,20
9,39,79
9,40,13
9,41,82
9,42,2
9,43,92
9,44,84
9,45,87
9,46,16
9,47,33
9,48,9
9,49,36
9,50,10
10,11,22
10,12,50
10,13,13
10,14,38
10,15,46
10,16,49
10,17,63
10,18,56
10,19,33
10,20,99
10,21,1
10,22,86
10,23,57
10,24,76
10,25,38
10,26,45
10,27,97
10,28,36
10,29,17
10,30,11
10,31,99
10,32,35
10,33,70
10,34,95
10,35,67
10,36,44
10,37,72
10,38,2
10,39,59
10,40,71
10,41,17
10,42,44
10,43,13
10,44,39
10,45,66
10,46,22
10,47,48
10,48,18
10,49,95
10,50,48
11,12,13
11,13,39
11,14,60
11,15,76
11,16,13
11,17,9
11,18,28
11,19,82
11,20,16
11,21,64
11,22,18
11,23,23
11,24,12
11,25,62
11,26,95
11,27,65
11,28,97
11,29,56
11,30,54
11,31,34
11,32,54
11,33,100
11,34,49
11,35,9
11,36,61
11,37,72
11,38,54
11,39,78
11,40,24
11,41,77
11,42,29
11,43,2
11,44,38
11,45,45
11,46,9
11,47,98
11,48,26
11,49,36
11,50,21
12,13,34
12,14,93
12,15,64
12,16,67
12,17,49
12,18,52
12,19,30
12,20,13
12,21,49
12,22,17
12,23,20
12,24,31
12,25,99
12,26,2
12,27,37
12,28,44
12,29,19
12,30,93
12,31,3
12,32,48
12,33,45
12,34,21
12,35,61
12,36,50
12,37,19
12,38,85
12,39,82
12,40,69
12,41,91
12,42,89
12,43,79
12,44,72
12,45,29
12,46,97
12,47,69
12,48,20
12,49,78
12,50,90
13,14,86
13,15,56
13,16,29
13,17,99
13,18,10
13,19,9
13,20,32
13,21,97
13,22,86
13,23,59
13,24,75
13,25,100
13,26,63
13,27,46
13,28,34
13,29,28
13,30,33
13,31,69
13,32,72
13,33,53
13,34,53
13,35,47
13,36,94
13,37,43
13,38,77
13,39,33
13,40,27
13,41,48
13,42,69
13,43,94
13,44,87
13,45,50
13,46,90
13,47,63
13,48,100
13,49,7
13,50,27
14,15,80
14,16,100
14,17,99
14,18,90
14,19,60
14,20,8
14,21,67
14,22,9
14,23,10
14,24,73
14,25,87
14,26,45
14,27,31
14,28,12
14,29,36
14,30,57
14,31,24
14,32,16
14,33,43
14,34,1
14,35,64
14,36,94
14,37,1
14,38,81
14,39,77
14,40,94
14,41,30
14,42,93
14,43,54
14,44,59
14,45,33
14,46,86
14,47,99
14,48,45
14,49,100
14,50,85
15,16,11
15,17,24
