1,2,44
1,3,89
1,4,73
2,4,24
3,4,32
4,5,3
4,6,60
4,7,56
5,7,77
6,7,15
7,8,39
7,9,54
7,10,61
8,10,89
9,10,53
10,11,13
10,12,30
10,13,64
11,13,99
12,13,18
13,14,94
13,15,22
13,16,63
14,16,48
15,16,50
16,17,97
16,18,65
16,19,71
17,19,84
18,19,55
19,20,48
19,21,14
19,22,65
20,22,97
21,22,78
22,23,25
22,24,33
22,25,79
23,25,1
24,25,77
25,26,45
25,27,55
25,28,95
26,28,33
27,28,17
28,29,13
28,30,93
28,31,66
29,31,29
30,31,30
31,32,38
31,33,81
31,34,52
32,34,3
33,34,59
34,35,8
34,36,98
34,37,71
35,37,61
36,37,8
37,38,66
37,39,92
37,40,55
38,40,70
39,40,22
40,41,46
40,42,29
40,43,69
41,43,10
42,43,60
43,44,62
43,45,29
43,46,96
44,46,65
45,46,43
46,47,85
46,48,73
46,49,82
47,49,11
48,49,64
49,50,12
49,51,96
49,52,85
50,52,58
51,52,19
52,53,9
52,54,16
52,55,68
53,55,18
54,55,85
55,56,32
55,57,78
55,58,80
56,58,71
57,58,7
58,59,64
58,60,52
58,61,92
59,61,78
60,61,10
61,62,16
61,63,68
61,64,85
62,64,81
63,64,77
64,65,32
64,66,5
64,67,82
65,67,82
66,67,57
67,68,10
67,69,50
67,70,74
68,70,47
69,70,86
70,71,16
70,72,46
70,73,82
71,73,43
72,73,79
73,74,27
73,75,60
73,76,55
74,76,17
75,76,63
76,77,60
76,78,13
76,79,98
77,79,49
78,79,75
79,80,42
79,81,77
79,82,90
80,82,44
81,82,69
82,83,11
82,84,75
82,85,72
83,85,88
84,85,28
85,86,99
85,87,76
85,88,74
86,88,30
87,88,46
88,89,77
88,90,83
88,91,54
89,91,43
90,91,69
91,92,81
91,93,28
91,94,98
92,94,74
93,94,20
94,95,4
94,96,99
94,97,64
95,97,25
96,97,2
97,98,66
97,99,5
97,100,64
98,100,35
99,100,100
start:1
end:100
