1,2,63
1,3,42
1,4,73
1,5,80
1,6,37
1,7,55
1,8,17
1,9,15
1,10,51
1,11,62
1,12,90
1,13,83
1,14,78
1,15,80
1,16,29
1,17,51
1,18,59
1,19,42
1,20,21
1,21,57
1,22,85
1,23,73
1,24,20
1,25,25
1,26,71
1,27,92
1,28,15
1,29,43
1,30,46
1,31,61
1,32,60
1,33,21
1,34,53
1,35,43
1,36,19
1,37,1
1,38,91
1,39,14
1,40,91
1,41,100
1,42,2
1,43,42
1,44,18
1,45,81
1,46,7
1,47,62
1,48,61
1,49,38
1,50,33
1,51,72
1,52,77
1,53,89
1,54,44
1,55,67
1,56,70
1,57,77
1,58,4
1,59,19
1,60,91
1,61,76
1,62,69
1,63,36
1,64,100
1,65,6
1,66,30
1,67,43
1,68,93
1,69,26
1,70,68
1,71,31
1,72,38
1,73,28
1,74,18
1,75,91
1,76,41
1,77,84
1,78,36
1,79,26
1,80,19
1,81,74
1,82,93
1,83,96
1,84,89
1,85,85
1,86,31
1,87,80
1,88,28
1,89,67
1,90,67
1,91,68
1,92,12
1,93,67
1,94,34
1,95,48
1,96,100
1,97,26
1,98,98
1,99,47
1,100,6
2,3,85
2,4,34
2,5,7
2,6,3
2,7,6
2,8,18
2,9,62
2,10,80
2,11,66
2,12,5
2,13,49
2,14,3
2,15,52
2,16,35
2,17,33
2,18,85
2,19,29
2,20,96
2,21,68
2,22,71
2,23,65
2,24,40
2,25,35
2,26,21
2,27,19
2,28,12
2,29,26
2,30,55
2,31,28
2,32,32
2,33,96
2,34,21
2,35,23
2,36,46
2,37,61
2,38,82
2,39,47
2,40,95
2,41,54
2,42,77
2,43,35
2,44,16
2,45,96
2,46,24
2,47,80
2,48,56
2,49,44
2,50,90
2,51,8
2,52,63
2,53,2
2,54,76
2,55,35
2,56,16
2,57,10
2,58,58
2,59,65
2,60,15
2,61,98
2,62,77
2,63,55
2,64,18
2,65,1
2,66,10
2,67,25
2,68,98
2,69,19
2,70,49
2,71,70
2,72,12
2,73,48
2,74,77
2,75,72
2,76,55
2,77,54
2,78,90
2,79,34
2,80,46
2,81,63
2,82,98
2,83,95
2,84,90
2,85,36
2,86,21
2,87,71
2,88,15
2,89,10
2,90,27
2,91,1
2,92,21
2,93,98
2,94,92
2,95,83
2,96,8
2,97,46
2,98,90
2,99,86
2,100,36
3,4,25
3,5,20
3,6,97
3,7,75
3,8,57
3,9,30
3,10,31
3,11,22
3,12,49
3,13,1
3,14,17
3,15,38
3,16,74
3,17,70
3,18,71
3,19,48
3,20,60
3,21,61
3,22,39
3,23,56
3,24,95
3,25,48
3,26,99
3,27,38
3,28,30
3,29,47
3,30,63
3,31,25
3,32,61
3,33,68
3,34,52
3,35,100
3,36,60
3,37,64
3,38,85
3,39,15
3,40,65
3,41,56
3,42,88
3,43,80
3,44,13
3,45,66
3,46,1
3,47,11
3,48,85
3,49,14
3,50,44
3,51,11
3,52,12
3,53,1
3,54,27
3,55,5
3,56,77
3,57,9
3,58,86
3,59,7
3,60,97
3,61,100
3,62,9
3,63,36
3,64,84
3,65,90
3,66,13
3,67,70
3,68,2
3,69,16
3,70,50
3,71,67
3,72,88
3,73,62
3,74,36
3,75,91
3,76,78
3,77,93
3,78,16
3,79,65
3,80,7
3,81,33
3,82,97
3,83,74
3,84,41
3,85,64
3,86,64
3,87,100
3,88,6
3,89,3
3,90,69
3,91,64
3,92,23
3,93,19
3,94,1
3,95,89
3,96,72
3,97,81
3,98,24
3,99,79
3,100,25
4,5,5
4,6,98
4,7,62
4,8,19
4,9,42
4,10,11
4,11,72
4,12,60
4,13,94
4,14,94
4,15,88
4,16,90
4,17,93
4,18,27
4,19,20
4,20,80
4,21,31
4,22,63
4,23,27
4,24,50
4,25,13
4,26,52
4,27,91
4,28,10
4,29,56
4,30,84
4,31,50
4,32,100
4,33,97
4,34,65
4,35,16
4,36,50
4,37,18
4,38,64
4,39,43
4,40,71
4,41,66
4,42,48
4,43,96
4,44,42
4,45,96
4,46,82
4,47,80
4,48,13
4,49,99
4,50,80
4,51,35
4,52,59
4,53,74
4,54,91
4,55,8
4,56,46
4,57,19
4,58,72
4,59,78
4,60,10
4,61,42
4,62,31
4,63,48
4,64,35
4,65,55
4,66,99
4,67,77
4,68,95
4,69,94
4,70,53
4,71,65
4,72,77
4,73,87
4,74,55
4,75,35
4,76,79
4,77,100
4,78,65
4,79,26
4,80,29
4,81,31
4,82,3
4,83,70
4,84,45
4,85,24
4,86,79
4,87,13
4,88,71
4,89,24
4,90,5
4,91,35
4,92,48
4,93,75
4,94,42
4,95,88
4,96,7
4,97,88
4,98,61
4,99,41
4,100,51
5,6,23
5,7,62
5,8,81
5,9,98
5,10,70
5,11,23
5,12,68
5,13,53
5,14,13
5,15,66
5,16,24
5,17,8
5,18,4
5,19,10
5,20,13
5,21,92
5,22,92
5,23,56
5,24,100
5,25,46
5,26,29
5,27,57
5,28,18
5,29,40
5,30,48
5,31,67
5,32,68
5,33,67
5,34,37
5,35,63
5,36,38
5,37,9
5,38,36
5,39,47
5,40,72
5,41,6
5,42,28
5,43,86
5,44,24
5,45,62
